design_description	size_selection	basecaller_model	library_strategy	total_reads	Gb	library_ID	basecaller_version	notes	filetype	ccs_algorithm	quartile_25	ntsm_score	DeepConsensus_version	path	filename	library_selection	shear_method	polymerase_version	500kb+	seq_kit	biosample_accession	max	total_Gbp	seq_plate_chemistry_version	library_layout	generator_facility	N50	200kb+	coverage	mean	N25	total_bp	400kb+	sample_ID	sample	read_N50	1Mb+	data_type	study	N75	min	quartile_50	platform	instrument_model	quartile_75	whales	100kb+	300kb+	library_source	basecaller	generator_contact	result	accession	Sample	Accession	familyID	Subpopulation	Superpopulation	Production Year
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1960652.0	N/A	HG03579_lib1	N/A	N/A	N/A	8.0.0.80529	17156.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_HiFi/m64043_200519_115622.ccs.bam	m64043_200519_115622.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861671	49406.0	38.22	N/A	single	Washington University	19348.0	N/A	N/A	19492.0	17516.0	38217075483.0	N/A	HG03579	N/A	N/A	N/A	unaligned reads	SRP305758	21959.0	47.0	18841.0	PACBIO_SMRT	PacBio Sequel II	21146.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684383	HG03579	SAMN17861671	SL72	MSL	AFR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1897441.0	N/A	HG03540_lib1	N/A	N/A	N/A	8.0.0.80529	18299.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_HiFi/m64043_200521_171703.ccs.bam	m64043_200521_171703.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861670	49707.0	39.3	N/A	single	Washington University	20457.0	N/A	N/A	20711.0	18612.0	39298150274.0	N/A	HG03540	N/A	N/A	N/A	unaligned reads	SRP305758	23197.0	46.0	19960.0	PACBIO_SMRT	PacBio Sequel II	22387.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684384	HG03540	SAMN17861670	GB125	GWD	AFR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1839904.0	N/A	HG03540_lib1	N/A	N/A	N/A	8.0.0.80529	18291.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_HiFi/m64043_200522_232930.ccs.bam	m64043_200522_232930.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861670	49881.0	38.06	N/A	single	Washington University	20429.0	N/A	N/A	20684.0	18596.0	38058368349.0	N/A	HG03540	N/A	N/A	N/A	unaligned reads	SRP305758	23160.0	45.0	19937.0	PACBIO_SMRT	PacBio Sequel II	22355.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684384	HG03540	SAMN17861670	GB125	GWD	AFR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1857442.0	N/A	HG03540_lib1	N/A	N/A	N/A	8.0.0.80529	18344.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_HiFi/m64043_200524_055430.ccs.bam	m64043_200524_055430.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861670	49994.0	38.6	N/A	single	Washington University	20527.0	N/A	N/A	20781.0	18658.0	38599915696.0	N/A	HG03540	N/A	N/A	N/A	unaligned reads	SRP305758	23305.0	47.0	20019.0	PACBIO_SMRT	PacBio Sequel II	22480.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684384	HG03540	SAMN17861670	GB125	GWD	AFR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1788752.0	N/A	HG03540_lib1	N/A	N/A	N/A	8.0.0.80529	18442.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_HiFi/m64043_200525_121851.ccs.bam	m64043_200525_121851.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861670	50154.0	37.45	N/A	single	Washington University	20701.0	N/A	N/A	20937.0	18772.0	37451931637.0	N/A	HG03540	N/A	N/A	N/A	unaligned reads	SRP305758	23544.0	46.0	20175.0	PACBIO_SMRT	PacBio Sequel II	22698.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684384	HG03540	SAMN17861670	GB125	GWD	AFR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1610050.0	N/A	HG02622_lib1	N/A	N/A	N/A	8.0.0.80529	20458.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG02622/raw_data/PacBio_HiFi/m64043_200530_164723.ccs.bam	m64043_200530_164723.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861664	49910.0	37.23	N/A	single	Washington University	22892.0	N/A	N/A	23125.0	20811.0	37233379263.0	N/A	HG02622	N/A	N/A	N/A	unaligned reads	SRP305758	25951.0	45.0	22331.0	PACBIO_SMRT	PacBio Sequel II	25075.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684390	HG02622	SAMN17861664	GB31	GWD	AFR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1582321.0	N/A	HG02622_lib1	N/A	N/A	N/A	8.0.0.80529	20594.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG02622/raw_data/PacBio_HiFi/m64043_200601_191521.ccs.bam	m64043_200601_191521.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861664	49954.0	36.9	N/A	single	Washington University	23109.0	N/A	N/A	23320.0	20958.0	36900505572.0	N/A	HG02622	N/A	N/A	N/A	unaligned reads	SRP305758	26215.0	46.0	22526.0	PACBIO_SMRT	PacBio Sequel II	25327.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684390	HG02622	SAMN17861664	GB31	GWD	AFR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1530497.0	N/A	HG02622_lib1	N/A	N/A	N/A	8.0.0.80529	20396.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG02622/raw_data/PacBio_HiFi/m64043_200603_012738.ccs.bam	m64043_200603_012738.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861664	49813.0	35.16	N/A	single	Washington University	22740.0	N/A	N/A	22969.0	20731.0	35155415627.0	N/A	HG02622	N/A	N/A	N/A	unaligned reads	SRP305758	25670.0	45.0	22214.0	PACBIO_SMRT	PacBio Sequel II	24844.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684390	HG02622	SAMN17861664	GB31	GWD	AFR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1507617.0	N/A	HG02622_lib1	N/A	N/A	N/A	8.0.0.80529	20424.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG02622/raw_data/PacBio_HiFi/m64043_200604_075218.ccs.bam	m64043_200604_075218.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861664	50214.0	34.7	N/A	single	Washington University	22784.0	N/A	N/A	23018.0	20764.0	34702534691.0	N/A	HG02622	N/A	N/A	N/A	unaligned reads	SRP305758	25744.0	47.0	22252.0	PACBIO_SMRT	PacBio Sequel II	24909.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684390	HG02622	SAMN17861664	GB31	GWD	AFR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	2102995.0	N/A	HG03471_lib1	N/A	N/A	N/A	8.0.0.80529	16785.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/m64043_200606_175618.ccs.bam	m64043_200606_175618.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861669	50100.0	40.47	N/A	single	Washington University	19140.0	N/A	N/A	19241.0	17163.0	40465702550.0	N/A	HG03471	N/A	N/A	N/A	unaligned reads	SRP305758	22070.0	45.0	18546.0	PACBIO_SMRT	PacBio Sequel II	21161.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684385	HG03471	SAMN17861669	SL56i	MSL	AFR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	2045451.0	N/A	HG03471_lib1	N/A	N/A	N/A	8.0.0.80529	16854.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/m64043_200608_185843.ccs.bam	m64043_200608_185843.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861669	49844.0	39.51	N/A	single	Washington University	19223.0	N/A	N/A	19316.0	17230.0	39510858680.0	N/A	HG03471	N/A	N/A	N/A	unaligned reads	SRP305758	22153.0	45.0	18631.0	PACBIO_SMRT	PacBio Sequel II	21249.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684385	HG03471	SAMN17861669	SL56i	MSL	AFR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	2058511.0	N/A	HG03471_lib1	N/A	N/A	N/A	8.0.0.80529	16876.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/m64043_200610_011156.ccs.bam	m64043_200610_011156.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861669	49263.0	39.85	N/A	single	Washington University	19270.0	N/A	N/A	19357.0	17258.0	39846677634.0	N/A	HG03471	N/A	N/A	N/A	unaligned reads	SRP305758	22213.0	46.0	18668.0	PACBIO_SMRT	PacBio Sequel II	21304.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684385	HG03471	SAMN17861669	SL56i	MSL	AFR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1933742.0	N/A	HG03471_lib1	N/A	N/A	N/A	8.0.0.80529	16846.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/m64043_200611_073649.ccs.bam	m64043_200611_073649.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861669	49235.0	37.35	N/A	single	Washington University	19219.0	N/A	N/A	19314.0	17226.0	37350112108.0	N/A	HG03471	N/A	N/A	N/A	unaligned reads	SRP305758	22152.0	46.0	18626.0	PACBIO_SMRT	PacBio Sequel II	21244.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684385	HG03471	SAMN17861669	SL56i	MSL	AFR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1206871.0	N/A	HG01928_lib1	N/A	N/A	N/A	8.0.0.80529	20871.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG01928/raw_data/PacBio_HiFi/m64043_200612_200936.ccs.bam	m64043_200612_200936.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861660	50112.0	28.48	N/A	single	Washington University	23667.0	N/A	N/A	23596.0	21333.0	28477418837.0	N/A	HG01928	N/A	N/A	N/A	unaligned reads	SRP305758	26624.0	49.0	23063.0	PACBIO_SMRT	PacBio Sequel II	25835.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684376	HG01928	SAMN17861660	PEL011	PEL	AMR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1174204.0	N/A	HG01928_lib1	N/A	N/A	N/A	8.0.0.80529	20789.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG01928/raw_data/PacBio_HiFi/m64043_200614_191756.ccs.bam	m64043_200614_191756.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861660	50091.0	27.53	N/A	single	Washington University	23521.0	N/A	N/A	23447.0	21236.0	27531809459.0	N/A	HG01928	N/A	N/A	N/A	unaligned reads	SRP305758	26383.0	46.0	22941.0	PACBIO_SMRT	PacBio Sequel II	25631.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684376	HG01928	SAMN17861660	PEL011	PEL	AMR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1073649.0	N/A	HG01928_lib1	N/A	N/A	N/A	8.0.0.80529	20804.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG01928/raw_data/PacBio_HiFi/m64043_200616_013031.ccs.bam	m64043_200616_013031.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861660	50104.0	25.23	N/A	single	Washington University	23565.0	N/A	N/A	23498.0	21262.0	25229115676.0	N/A	HG01928	N/A	N/A	N/A	unaligned reads	SRP305758	26503.0	46.0	22976.0	PACBIO_SMRT	PacBio Sequel II	25728.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684376	HG01928	SAMN17861660	PEL011	PEL	AMR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1171348.0	N/A	HG01928_lib1	N/A	N/A	N/A	8.0.0.80529	20897.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG01928/raw_data/PacBio_HiFi/m64043_200617_075530.ccs.bam	m64043_200617_075530.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861660	49952.0	27.66	N/A	single	Washington University	23677.0	N/A	N/A	23616.0	21357.0	27663641221.0	N/A	HG01928	N/A	N/A	N/A	unaligned reads	SRP305758	26630.0	48.0	23083.0	PACBIO_SMRT	PacBio Sequel II	25852.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684376	HG01928	SAMN17861660	PEL011	PEL	AMR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1261159.0	N/A	HG01175_lib1	N/A	N/A	N/A	8.0.0.80529	19197.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG01175/raw_data/PacBio_HiFi/m64043_200618_201934.ccs.bam	m64043_200618_201934.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861659	49892.0	27.34	N/A	single	Washington University	21558.0	N/A	N/A	21676.0	19575.0	27337960037.0	N/A	HG01175	N/A	N/A	N/A	unaligned reads	SRP305758	24328.0	45.0	21038.0	PACBIO_SMRT	PacBio Sequel II	23531.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684377	HG01175	SAMN17861659	PR36	PUR	AMR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1527212.0	N/A	HG01175_lib1	N/A	N/A	N/A	8.0.0.80529	19274.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG01175/raw_data/PacBio_HiFi/m64043_200620_173220.ccs.bam	m64043_200620_173220.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861659	50465.0	33.31	N/A	single	Washington University	21687.0	N/A	N/A	21811.0	19663.0	33311371824.0	N/A	HG01175	N/A	N/A	N/A	unaligned reads	SRP305758	24539.0	45.0	21150.0	PACBIO_SMRT	PacBio Sequel II	23708.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684377	HG01175	SAMN17861659	PR36	PUR	AMR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1158408.0	N/A	HG01175_lib1	N/A	N/A	N/A	8.0.0.80529	19196.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG01175/raw_data/PacBio_HiFi/m64043_200621_234442.ccs.bam	m64043_200621_234442.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861659	49779.0	25.09	N/A	single	Washington University	21552.0	N/A	N/A	21663.0	19577.0	25094609545.0	N/A	HG01175	N/A	N/A	N/A	unaligned reads	SRP305758	24299.0	46.0	21036.0	PACBIO_SMRT	PacBio Sequel II	23514.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684377	HG01175	SAMN17861659	PR36	PUR	AMR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1206997.0	N/A	HG01175_lib1	N/A	N/A	N/A	8.0.0.80529	19223.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG01175/raw_data/PacBio_HiFi/m64043_200623_060946.ccs.bam	m64043_200623_060946.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861659	48916.0	26.2	N/A	single	Washington University	21590.0	N/A	N/A	21703.0	19603.0	26195722346.0	N/A	HG01175	N/A	N/A	N/A	unaligned reads	SRP305758	24349.0	45.0	21069.0	PACBIO_SMRT	PacBio Sequel II	23556.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684377	HG01175	SAMN17861659	PR36	PUR	AMR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1706917.0	N/A	HG01106_lib1	N/A	N/A	N/A	8.0.0.80529	20072.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG01106/raw_data/PacBio_HiFi/m64043_200625_174853.ccs.bam	m64043_200625_174853.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861658	50120.0	38.03	N/A	single	Washington University	22145.0	N/A	N/A	22282.0	20354.0	38034918237.0	N/A	HG01106	N/A	N/A	N/A	unaligned reads	SRP305758	24608.0	48.0	21734.0	PACBIO_SMRT	PacBio Sequel II	24014.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684378	HG01106	SAMN17861658	PR25	PUR	AMR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1541756.0	N/A	HG01106_lib1	N/A	N/A	N/A	8.0.0.80529	20117.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG01106/raw_data/PacBio_HiFi/m64043_200627_000137.ccs.bam	m64043_200627_000137.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861658	48433.0	34.47	N/A	single	Washington University	22211.0	N/A	N/A	22354.0	20403.0	34465266970.0	N/A	HG01106	N/A	N/A	N/A	unaligned reads	SRP305758	24706.0	47.0	21789.0	PACBIO_SMRT	PacBio Sequel II	24100.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684378	HG01106	SAMN17861658	PR25	PUR	AMR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1609195.0	N/A	HG01106_lib1	N/A	N/A	N/A	8.0.0.80529	20074.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG01106/raw_data/PacBio_HiFi/m64043_200628_062711.ccs.bam	m64043_200628_062711.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861658	49297.0	35.85	N/A	single	Washington University	22134.0	N/A	N/A	22276.0	20357.0	35847146199.0	N/A	HG01106	N/A	N/A	N/A	unaligned reads	SRP305758	24585.0	46.0	21727.0	PACBIO_SMRT	PacBio Sequel II	23990.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684378	HG01106	SAMN17861658	PR25	PUR	AMR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1648307.0	N/A	HG01106_lib1	N/A	N/A	N/A	8.0.0.80529	20101.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG01106/raw_data/PacBio_HiFi/m64043_200629_125238.ccs.bam	m64043_200629_125238.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861658	49438.0	36.77	N/A	single	Washington University	22171.0	N/A	N/A	22308.0	20381.0	36771576306.0	N/A	HG01106	N/A	N/A	N/A	unaligned reads	SRP305758	24626.0	46.0	21762.0	PACBIO_SMRT	PacBio Sequel II	24030.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684378	HG01106	SAMN17861658	PR25	PUR	AMR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1635278.0	N/A	HG00735_lib1	N/A	N/A	N/A	8.0.0.80529	19624.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG00735/raw_data/PacBio_HiFi/m64043_200702_173033.ccs.bam	m64043_200702_173033.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861655	49688.0	36.35	N/A	single	Washington University	22356.0	N/A	N/A	22227.0	20116.0	36348091955.0	N/A	HG00735	N/A	N/A	N/A	unaligned reads	SRP305758	25110.0	46.0	21774.0	PACBIO_SMRT	PacBio Sequel II	24357.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684381	HG00735	SAMN17861655	PR06	PUR	AMR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1542075.0	N/A	HG00735_lib1	N/A	N/A	N/A	8.0.0.80529	19664.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG00735/raw_data/PacBio_HiFi/m64043_200703_234328.ccs.bam	m64043_200703_234328.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861655	49367.0	34.37	N/A	single	Washington University	22410.0	N/A	N/A	22287.0	20157.0	34369588285.0	N/A	HG00735	N/A	N/A	N/A	unaligned reads	SRP305758	25197.0	48.0	21820.0	PACBIO_SMRT	PacBio Sequel II	24428.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684381	HG00735	SAMN17861655	PR06	PUR	AMR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1567779.0	N/A	HG00735_lib1	N/A	N/A	N/A	8.0.0.80529	19581.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG00735/raw_data/PacBio_HiFi/m64043_200705_060840.ccs.bam	m64043_200705_060840.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861655	49904.0	34.78	N/A	single	Washington University	22309.0	N/A	N/A	22182.0	20073.0	34777888798.0	N/A	HG00735	N/A	N/A	N/A	unaligned reads	SRP305758	25061.0	46.0	21726.0	PACBIO_SMRT	PacBio Sequel II	24304.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684381	HG00735	SAMN17861655	PR06	PUR	AMR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1267797.0	N/A	HG00735_lib1	N/A	N/A	N/A	8.0.0.80529	19529.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG00735/raw_data/PacBio_HiFi/m64043_200706_123423.ccs.bam	m64043_200706_123423.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861655	49944.0	28.0	N/A	single	Washington University	22219.0	N/A	N/A	22085.0	20012.0	27999854128.0	N/A	HG00735	N/A	N/A	N/A	unaligned reads	SRP305758	24914.0	45.0	21653.0	PACBIO_SMRT	PacBio Sequel II	24178.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684381	HG00735	SAMN17861655	PR06	PUR	AMR	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1519989.0	N/A	HG00438_lib1	N/A	N/A	N/A	8.0.0.80529	19506.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG00438/raw_data/PacBio_HiFi/m64043_200710_174426.ccs.bam	m64043_200710_174426.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861652	50423.0	34.9	N/A	single	Washington University	22667.0	N/A	N/A	22958.0	20003.0	34896456183.0	N/A	HG00438	N/A	N/A	N/A	unaligned reads	SRP305758	26976.0	46.0	21728.0	PACBIO_SMRT	PacBio Sequel II	25414.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684374	HG00438	SAMN17861652	SH012	CHS	EAS	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1145913.0	N/A	HG00438_lib1	N/A	N/A	N/A	8.0.0.80529	19419.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG00438/raw_data/PacBio_HiFi/m64043_200711_235708.ccs.bam	m64043_200711_235708.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861652	50025.0	26.04	N/A	single	Washington University	22407.0	N/A	N/A	22724.0	19889.0	26040412682.0	N/A	HG00438	N/A	N/A	N/A	unaligned reads	SRP305758	26545.0	45.0	21541.0	PACBIO_SMRT	PacBio Sequel II	25057.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684374	HG00438	SAMN17861652	SH012	CHS	EAS	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1424368.0	N/A	HG00438_lib1	N/A	N/A	N/A	8.0.0.80529	19504.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG00438/raw_data/PacBio_HiFi/m64043_200713_062240.ccs.bam	m64043_200713_062240.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861652	50287.0	32.73	N/A	single	Washington University	22694.0	N/A	N/A	22977.0	20012.0	32729061997.0	N/A	HG00438	N/A	N/A	N/A	unaligned reads	SRP305758	27044.0	45.0	21748.0	PACBIO_SMRT	PacBio Sequel II	25474.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684374	HG00438	SAMN17861652	SH012	CHS	EAS	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1472693.0	N/A	HG00438_lib1	N/A	N/A	N/A	8.0.0.80529	19500.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG00438/raw_data/PacBio_HiFi/m64043_200714_124814.ccs.bam	m64043_200714_124814.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861652	50251.0	33.8	N/A	single	Washington University	22668.0	N/A	N/A	22954.0	20000.0	33804474378.0	N/A	HG00438	N/A	N/A	N/A	unaligned reads	SRP305758	26994.0	47.0	21725.0	PACBIO_SMRT	PacBio Sequel II	25433.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684374	HG00438	SAMN17861652	SH012	CHS	EAS	YR1
HiFi sequencing of 20kb fractionated gDNA	SageELF	N/A	WGS	1395373.0	N/A	HG00673_lib1	N/A	N/A	N/A	8.0.0.80529	17882.0	N/A	N/A	s3://human-pangenomics/working/HPRC/HG00673/raw_data/PacBio_HiFi/m64043_200716_182902.ccs.bam	m64043_200716_182902.ccs.bam	size fractionation	Megaruptor 1	N/A	N/A	N/A	SAMN17861654	49665.0	28.92	N/A	single	Washington University	20937.0	N/A	N/A	20725.0	18376.0	28919585361.0	N/A	HG00673	N/A	N/A	N/A	unaligned reads	SRP305758	23944.0	47.0	20173.0	PACBIO_SMRT	PacBio Sequel II	23136.0	N/A	N/A	N/A	GENOMIC	N/A	tgraves@wustl.edu	N/A	SRR13684382	HG00673	SAMN17861654	SH079	CHS	EAS	YR1
