100kb+,1Mb+,200kb+,300kb+,400kb+,500kb+,DeepConsensus_version,MM_remove,MM_review,MM_tag,N25,N50,N75,accession,barcode,basecaller,basecaller_model,basecaller_version,basecalling_version,bioproject_accession,biosample_accession,ccs_algorithm,cell_type,check-flnc reads,coverage,data_type,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,design_description,filename,filetype,generator_contact,generator_facility,instrument_model,iso_filename,iso_library_id,jasmine_version,library_ID,library_layout,library_selection,library_source,library_strategy,lima_float_version,lima_version,max,mean,min,notes,ntsm_score,path,pbtrim_version,platform,platform_unit_1,platform_unit_2,polymerase_version,pool,primrose_filename,production,quartile_25,quartile_50,quartile_75,read_N50,refine_version,sample_ID,seq_kit,seq_plate_chemistry_version,sequencing_chemistry,shear_method,similarity,size_selection,study,title,total_Gbp,total_bp,total_reads,whales,ChildID,N,Sex,Subpopulation,Superpopulation,Production Year,file_size
4.61,0.0,0.57,0.06,0.02,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313836,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN26267382,N/A,N/A,N/A,13.77,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,07_13_21_R941_HG02132_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,07_13_21_R941_HG02132,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.36073,s3://human-pangenomics/working/HPRC/HG02132/raw_data/nanopore/guppy_6/07_13_21_R941_HG02132_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,74076.0,N/A,HG02132,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,45.44,N/A,N/A,0.0,HG02132,VN080,male,KHV,EAS,YR2,38000028065
8.1,0.0,1.02,0.12,0.02,0.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313836,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN26267382,N/A,N/A,N/A,25.05,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,07_13_21_R941_HG02132_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,07_13_21_R941_HG02132,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.377674,s3://human-pangenomics/working/HPRC/HG02132/raw_data/nanopore/guppy_6/07_13_21_R941_HG02132_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,72221.0,N/A,HG02132,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,82.68,N/A,N/A,1.0,HG02132,VN080,male,KHV,EAS,YR2,68961621976
11.9,0.0,2.05,0.31,0.08,0.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313846,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN26267392,N/A,N/A,N/A,33.46,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,06_22_21_R941_HG02135_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,06_22_21_R941_HG02135,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.316953,s3://human-pangenomics/working/HPRC/HG02135/raw_data/nanopore/guppy_6/06_22_21_R941_HG02135_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,75826.0,N/A,HG02135,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,110.43,N/A,N/A,7.0,HG02135,VN081,male,KHV,EAS,YR2,92237353233
4.62,0.0,0.5,0.05,0.01,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313846,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN26267392,N/A,N/A,N/A,14.53,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,07_13_21_R941_HG02135_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,06_22_21_R941_HG02135,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.32118,s3://human-pangenomics/working/HPRC/HG02135/raw_data/nanopore/guppy_6/07_13_21_R941_HG02135_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,72386.0,N/A,HG02135,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,47.95,N/A,N/A,0.0,HG02135,VN081,male,KHV,EAS,YR2,40105166897
8.8,0.0,1.0,0.12,0.03,0.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313846,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN26267392,N/A,N/A,N/A,28.12,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,07_13_21_R941_HG02135_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,06_22_21_R941_HG02135,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.310944,s3://human-pangenomics/working/HPRC/HG02135/raw_data/nanopore/guppy_6/07_13_21_R941_HG02135_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,71374.0,N/A,HG02135,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,92.79,N/A,N/A,2.0,HG02135,VN081,male,KHV,EAS,YR2,77625455773
10.45,0.0,1.08,0.2,0.07,0.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313861,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN26237492,N/A,N/A,N/A,32.14,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,08_10_21_R941_HG00609_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,08_10_21_R941_HG00609,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.323289,s3://human-pangenomics/working/HPRC/HG00609/raw_data/nanopore/guppy_6/08_10_21_R941_HG00609_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,75448.0,N/A,HG00609,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,106.08,N/A,N/A,3.0,HG00609,SH062,male,CHS,EAS,YR2,88647877770
8.3,0.0,1.79,0.28,0.04,0.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313821,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN26237505,N/A,N/A,N/A,20.02,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,08_17_21_R941_HG02280_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,08_17_21_R941_HG02280,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.334565,s3://human-pangenomics/working/HPRC/HG02280/raw_data/nanopore/guppy_6/08_17_21_R941_HG02280_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,84963.0,N/A,HG02280,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,66.07,N/A,N/A,0.0,HG02280,BB23,female,ACB,AFR,YR2,55100312928
13.82,0.0,2.93,0.48,0.08,0.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313821,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN26237505,N/A,N/A,N/A,34.64,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,08_17_21_R941_HG02280_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,08_17_21_R941_HG02280,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.324119,s3://human-pangenomics/working/HPRC/HG02280/raw_data/nanopore/guppy_6/08_17_21_R941_HG02280_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,82220.0,N/A,HG02280,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,114.3,N/A,N/A,2.0,HG02280,BB23,female,ACB,AFR,YR2,94745027412
4.85,0.0,1.05,0.17,0.03,0.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313821,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN26237505,N/A,N/A,N/A,12.1,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,08_17_21_R941_HG02280_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,08_17_21_R941_HG02280,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.348716,s3://human-pangenomics/working/HPRC/HG02280/raw_data/nanopore/guppy_6/08_17_21_R941_HG02280_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,82435.0,N/A,HG02280,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,39.92,N/A,N/A,1.0,HG02280,BB23,female,ACB,AFR,YR2,33272718358
10.94,0.0,1.9,0.37,0.12,0.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313859,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN26267394,N/A,N/A,N/A,28.51,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,08_17_21_R941_HG02293_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,08_17_21_R941_HG02293,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.365369,s3://human-pangenomics/working/HPRC/HG02293/raw_data/nanopore/guppy_6/08_17_21_R941_HG02293_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,81288.0,N/A,HG02293,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,94.09,N/A,N/A,7.0,HG02293,PEL51,female,PEL,AMR,YR2,78010073526
11.63,0.0,2.06,0.41,0.13,0.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313859,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN26267394,N/A,N/A,N/A,30.04,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,08_17_21_R941_HG02293_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,08_17_21_R941_HG02293,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.384852,s3://human-pangenomics/working/HPRC/HG02293/raw_data/nanopore/guppy_6/08_17_21_R941_HG02293_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,81745.0,N/A,HG02293,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,99.12,N/A,N/A,6.0,HG02293,PEL51,female,PEL,AMR,YR2,82254138560
12.69,0.0,2.16,0.4,0.12,0.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313859,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN26267394,N/A,N/A,N/A,33.18,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,08_17_21_R941_HG02293_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,08_17_21_R941_HG02293,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.374775,s3://human-pangenomics/working/HPRC/HG02293/raw_data/nanopore/guppy_6/08_17_21_R941_HG02293_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,81085.0,N/A,HG02293,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,109.5,N/A,N/A,6.0,HG02293,PEL51,female,PEL,AMR,YR2,90749663069
7.72,0.0,1.72,0.35,0.08,0.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313858,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN26267395,N/A,N/A,N/A,17.64,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,08_17_21_R941_HG02300_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,08_17_21_R941_HG02300,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.329926,s3://human-pangenomics/working/HPRC/HG02300/raw_data/nanopore/guppy_6/08_17_21_R941_HG02300_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,89326.0,N/A,HG02300,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,58.23,N/A,N/A,1.0,HG02300,PEL52,female,PEL,AMR,YR2,48733250710
11.44,0.01,2.82,0.67,0.21,0.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313858,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN26267395,N/A,N/A,N/A,25.98,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,08_17_21_R941_HG02300_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,08_17_21_R941_HG02300,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.326405,s3://human-pangenomics/working/HPRC/HG02300/raw_data/nanopore/guppy_6/08_17_21_R941_HG02300_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,89321.0,N/A,HG02300,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,85.74,N/A,N/A,16.0,HG02300,PEL52,female,PEL,AMR,YR2,71296922231
8.27,0.0,2.0,0.48,0.15,0.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313858,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN26267395,N/A,N/A,N/A,19.23,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,08_17_21_R941_HG02300_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,08_17_21_R941_HG02300,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.327987,s3://human-pangenomics/working/HPRC/HG02300/raw_data/nanopore/guppy_6/08_17_21_R941_HG02300_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,87466.0,N/A,HG02300,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,63.45,N/A,N/A,9.0,HG02300,PEL52,female,PEL,AMR,YR2,52799025849
4.81,0.0,0.89,0.13,0.02,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313855,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN33758786,N/A,N/A,N/A,12.08,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,08_17_21_R941_HG02451_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,08_17_21_R941_HG02451,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.338318,s3://human-pangenomics/working/HPRC/HG02451/raw_data/nanopore/guppy_6/08_17_21_R941_HG02451_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,83173.0,N/A,HG02451,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,39.87,N/A,N/A,1.0,HG02451,BB46,female,ACB,AFR,YR3,33401662945
9.09,0.0,0.98,0.19,0.05,0.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313861,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN26237492,N/A,N/A,N/A,28.76,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,08_10_21_R941_HG00609_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,08_10_21_R941_HG00609,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.331212,s3://human-pangenomics/working/HPRC/HG00609/raw_data/nanopore/guppy_6/08_10_21_R941_HG00609_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,73789.0,N/A,HG00609,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,94.9,N/A,N/A,3.0,HG00609,SH062,male,CHS,EAS,YR2,79252790753
6.97,0.0,1.24,0.18,0.03,0.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313855,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN33758786,N/A,N/A,N/A,18.9,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,08_17_21_R941_HG02451_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,08_17_21_R941_HG02451,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.301994,s3://human-pangenomics/working/HPRC/HG02451/raw_data/nanopore/guppy_6/08_17_21_R941_HG02451_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,78263.0,N/A,HG02451,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,62.38,N/A,N/A,2.0,HG02451,BB46,female,ACB,AFR,YR3,52330657116
7.45,0.0,1.45,0.25,0.05,0.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313855,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN33758786,N/A,N/A,N/A,18.95,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,08_17_21_R941_HG02451_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,08_17_21_R941_HG02451,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.307473,s3://human-pangenomics/working/HPRC/HG02451/raw_data/nanopore/guppy_6/08_17_21_R941_HG02451_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,82173.0,N/A,HG02451,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,62.53,N/A,N/A,0.0,HG02451,BB46,female,ACB,AFR,YR3,52153368067
9.94,0.01,1.47,0.24,0.09,0.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313822,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN26237506,N/A,N/A,N/A,29.08,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,12_08_21_R941_HG02523_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,12_08_21_R941_HG02523,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.331787,s3://human-pangenomics/working/HPRC/HG02523/raw_data/nanopore/guppy_6/12_08_21_R941_HG02523_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,73676.0,N/A,HG02523,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,95.97,N/A,N/A,15.0,HG02523,VN090,female,KHV,EAS,YR2,80772401396
8.82,0.0,1.23,0.2,0.07,0.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313822,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN26237506,N/A,N/A,N/A,25.74,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,12_08_21_R941_HG02523_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,12_08_21_R941_HG02523,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.32545,s3://human-pangenomics/working/HPRC/HG02523/raw_data/nanopore/guppy_6/12_08_21_R941_HG02523_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,74782.0,N/A,HG02523,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,84.96,N/A,N/A,10.0,HG02523,VN090,female,KHV,EAS,YR2,71210815360
7.95,0.0,1.1,0.15,0.04,0.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR26313822,N/A,guppy,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,6.4.6,N/A,PRJNA701308,SAMN26237506,N/A,N/A,N/A,22.8,unaligned reads with 5mC mods,N/A,N/A,N/A,UL sequencing using ONT-Circulomics method,12_08_21_R941_HG02523_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,iviolich@ucsc.edu,University of California Santa Cruz,PromethION,N/A,N/A,N/A,12_08_21_R941_HG02523,single,RANDOM,GENOMIC,WGS,N/A,N/A,N/A,N/A,N/A,N/A,0.331465,s3://human-pangenomics/working/HPRC/HG02523/raw_data/nanopore/guppy_6/12_08_21_R941_HG02523_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,N/A,OXFORD_NANOPORE,N/A,N/A,N/A,N/A,N/A,UCSC_HPRC_nanopore_Year2,N/A,N/A,N/A,75745.0,N/A,HG02523,SQK-ULK001,N/A,R941,no shear,N/A,no SS,SRP305758,N/A,75.24,N/A,N/A,1.0,HG02523,VN090,female,KHV,EAS,YR2,63123266385
